feature_name,feature_family,subfamily,feature_type,granularity,source_input,transformation,interpretation,generality_scope,proposed_model_role,current_qa_status,approved_for_model_v1,model_entry_blocker,leakage_status,version
cited_appearances,contextual control,source_and_domain_aggregation,numeric,url,Input C: scraper/page evidence (actual_dataset_schema),See the producing module; no standalone rule is documented yet.,Pipeline field representing cited appearances. See source-layer and caveat columns before model use. Model interpretation: Pipeline field representing cited appearances. See source-layer and caveat columns before model use.,cross-topic context,contextual control or sensitivity,active_pipeline_field,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
cited_rate,contextual control,source_and_domain_aggregation,numeric_continuous,url,Input C: scraper/page evidence (actual_dataset_schema),See the producing module; no standalone rule is documented yet.,"Rate, share, or ratio measuring cited rate. Model interpretation: Rate, share, or ratio measuring cited rate.",cross-topic context,contextual control or sensitivity,active_pipeline_field,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
domain_source_rows,contextual control,source_and_domain_aggregation,numeric_count,source_appearance,Input C: scraper/page evidence (actual_dataset_schema),See the producing module; no standalone rule is documented yet.,Pipeline field representing domain source rows. See source-layer and caveat columns before model use. Model interpretation: Pipeline field representing domain source rows. See source-layer and caveat columns before model use.,cross-topic context,contextual control or sensitivity,active_pipeline_field,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
domain_unique_urls,contextual control,source_and_domain_aggregation,numeric,source_appearance,Input C: scraper/page evidence (actual_dataset_schema),See the producing module; no standalone rule is documented yet.,Pipeline field representing domain unique urls. See source-layer and caveat columns before model use. Model interpretation: Pipeline field representing domain unique urls. See source-layer and caveat columns before model use.,cross-topic context,contextual control or sensitivity,active_pipeline_field,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
has_source_rows,contextual control,source_and_domain_aggregation,binary,prompt,Input C: scraper/page evidence (actual_dataset_schema),See the producing module; no standalone rule is documented yet.,Binary indicator that the extracted page has source rows. Model interpretation: Binary indicator that the extracted page has source rows.,cross-topic context,contextual control or sensitivity,active_pipeline_field,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
source_appearances,contextual control,source_and_domain_aggregation,numeric,url,Input C: scraper/page evidence (actual_dataset_schema),See the producing module; no standalone rule is documented yet.,Pipeline field representing source appearances. See source-layer and caveat columns before model use. Model interpretation: Pipeline field representing source appearances. See source-layer and caveat columns before model use.,cross-topic context,contextual control or sensitivity,active_pipeline_field,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
url_source_rows,contextual control,source_and_domain_aggregation,numeric_count,source_appearance,Input C: scraper/page evidence (actual_dataset_schema),See the producing module; no standalone rule is documented yet.,Pipeline field representing url source rows. See source-layer and caveat columns before model use. Model interpretation: Pipeline field representing url source rows. See source-layer and caveat columns before model use.,cross-topic context,contextual control or sensitivity,active_pipeline_field,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
page_type_family_general,contextual control,taxonomy,categorical,source_appearance | url,Input A source metadata + Input C page evidence,categorical,Broad final page-function family Model interpretation: Tests robustness to broad page-function adjustment,cross-topic context,contextual control or sensitivity,modeled_current_lpm,False,redesigned model-entry QA and human approval required,legacy_risk_low_or_controlled,current_lpm_legacy
page_type_family_general_collapsed,contextual control,taxonomy,categorical,source_appearance,Input A source metadata + Input C page evidence,categorical,"Broad final page-function family with sparse, unstable, or separating levels combined as rare_other Model interpretation: Use only as a secondary sensitivity alternative",cross-topic context,contextual control or sensitivity,modeled_current_lpm,False,redesigned model-entry QA and human approval required,legacy_risk_low_or_controlled,current_lpm_legacy
page_type_general,contextual control,taxonomy,categorical_or_text,url,Input A source metadata + Input C page evidence,See the producing module; no standalone rule is documented yet.,Rule-based taxonomy field for page type general. Unknown is retained rather than forced into a category. Model interpretation: Rule-based taxonomy field for page type general. Unknown is retained rather than forced into a category.,cross-topic context,contextual control or sensitivity,active_pipeline_field,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
page_type_general_common,contextual control,taxonomy,categorical,source_appearance,Input A source metadata + Input C page evidence,categorical,"FAQ, contact, landing, listing, and other familiar page functions Model interpretation: Useful for sample description and stratified checks",cross-topic context,contextual control or sensitivity,modeled_current_lpm,False,redesigned model-entry QA and human approval required,legacy_risk_low_or_controlled,current_lpm_legacy
page_type_general_confidence,contextual control,taxonomy,categorical_or_text,source_appearance | url,Input A source metadata + Input C page evidence,See the producing module; no standalone rule is documented yet.,Rule-based taxonomy field for page type general confidence. Unknown is retained rather than forced into a category. Model interpretation: Rule-based taxonomy field for page type general confidence. Unknown is retained rather than forced into a category.,cross-topic context,contextual control or sensitivity,active_pipeline_field,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
